full_id;osm_id;osm_type;building;location;operator;landuse;power;building:height;roof:height;roof:shape;addr:city;addr:country;addr:housenumber;addr:postcode;addr:street;name;start_date;substation;voltage;building:levels;covered;addr:suburb;alt_name;frequency;contact:phone;contact:phone2;ref;building:colour;building:material;height;roof:colour;roof:material;addr:place;at_bev:addr_date;building:roof:shape;amenity;wheelchair;layer;gas_insulated;disused;noaddress;old_name;transformer;rating;barrier;name:abbreviation;description;construction:start_date;building:part;commissioning;plant:output:electricity;plant:source;website;wikidata;wikipedia;plant:output;plant:method;generator:type
102767009;way;;substation;Umspannwerk Unterrohr;110000;STEWEAG;;;;;;;;;outdoor;;distribution;industrial;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89451551;way;;substation;Umspannwerk Weißenbach;220000;Verbund Austrian Power Grid AG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;
79122729;way;;substation;Umspannwerk Weiz;110000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
95644443;way;;substation;UW Bad Aussee (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;
87702041;way;;substation;UW Deutschlandsberg;110000;STEWEAG;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;
110540215;way;;substation;UW Graz-Straßgang 4 (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;
321321455;way;;substation;UW Halbenrain (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;;;;;;;;;;;;;;;;;;;;;;130;;;;;;;;;;;;;;
93331921;way;;substation;UW Kapfenberg (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;
122849865;way;;substation;UW Kindberg Süd 2 (ib);110000;;;;;;;;;;outdoor;;industrial;;;;;;50;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;;;;;;
206570513;way;;substation;UW Kraftwerk Sölk (ib);not specified;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;;;;;;;;;;;;
206570515;way;;substation;UW Kraftwerk Sölk 2 (ib);not specified;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;;;;;;;;;;;;;;
694695942;way;;substation;UW Mellach (ib);380000;Verbund Austrian Power Grid AG;;;;;;;;;;;transmission;;;;;;;;;;;;;;;;;;;;;;;;;;;163;;;;;;;;;;;;;;
97094293;way;;substation;UW Mitterdorf im Mürztal (ib);110000;;;;;;;;;;outdoor;;distribution;;;;;;50;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;;;;;
90707742;way;yes;substation;UW-Donawitz-Nord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
